County,State,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander
Troup, Georgia,"43,294","24,763",483,"1,377",145
Turner, Georgia,"4,786","3,271",62,69,16
Twiggs, Georgia,"4,897","3,595",74,27,3
Union, Georgia,"21,193",264,263,123,11
Upson, Georgia,"18,825","7,599",226,226,22
Walker, Georgia,"64,529","3,518",605,467,60
Walton, Georgia,"69,831","14,894",710,"1,440",166
Ware, Georgia,"24,567","10,874",342,436,57
Warren, Georgia,"2,167","3,389",27,26,3
Washington, Georgia,"9,618","11,016",84,150,11
Wayne, Georgia,"23,489","6,514",355,245,44
Webster, Georgia,"1,562","1,160",20,14,1
Wheeler, Georgia,"4,845","3,072",32,27,5
White, Georgia,"26,809",826,345,211,24
Whitfield, Georgia,"95,182","5,247","2,026","1,842",271
Wilcox, Georgia,"5,646","3,275",78,62,3
Wilkes, Georgia,"5,642","4,366",53,93,1
Wilkinson, Georgia,"5,746","3,679",74,66,7
Worth, Georgia,"14,897","6,313",133,132,19
Hawaii, Hawaii,"107,592","4,542","9,303","85,795","65,630"
Honolulu, Hawaii,"383,433","42,748","21,670","594,181","238,560"
Kalawao, Hawaii,37,8,3,10,46
Kauai, Hawaii,"36,019","1,269","1,948","35,308","17,855"
Maui, Hawaii,"83,812","2,887","4,276","75,704","44,334"
Ada, Idaho,"395,458","7,915","7,047","16,021","1,994"
Adams, Idaho,"3,760",21,77,30,6
Bannock, Idaho,"78,263","1,026","3,751","1,722",406
Bear Lake, Idaho,"5,841",29,87,44,2
Benewah, Idaho,"8,188",71,"1,055",71,21
Bingham, Idaho,"41,275",340,"3,792",561,130
Blaine, Idaho,"20,670",148,432,289,66
Boise, Idaho,"6,631",62,179,66,14
Bonner, Idaho,"39,904",222,931,467,83
Bonneville, Idaho,"104,227","1,291","2,263","1,675",319
Boundary, Idaho,"10,513",83,370,107,21
Butte, Idaho,"2,600",18,54,23,12
Camas, Idaho,"1,020",15,37,6,0
Canyon, Idaho,"191,312","2,468","5,757","3,460","1,008"
Caribou, Idaho,"6,694",37,91,51,17
Cassia, Idaho,"22,614",201,569,287,69
Clark, Idaho,829,13,30,15,3
Clearwater, Idaho,"8,271",70,315,98,17
Custer, Idaho,"4,186",27,70,30,7
Elmore, Idaho,"24,041","1,010",795,"1,101",195
Franklin, Idaho,"12,685",76,206,67,21
Fremont, Idaho,"12,634",148,229,76,35
Gem, Idaho,"16,280",96,400,283,33
Gooding, Idaho,"14,572",118,418,198,52
Idaho, Idaho,"15,484",105,688,129,34
Jefferson, Idaho,"26,257",203,565,256,90
Jerome, Idaho,"21,694",210,709,195,68
Kootenai, Idaho,"140,154","1,150","3,864","2,201",441
Latah, Idaho,"36,631",513,750,"1,084",123
Lemhi, Idaho,"7,561",66,163,70,11
Lewis, Idaho,"3,604",40,325,38,13
Lincoln, Idaho,"5,164",54,122,43,12
Madison, Idaho,"36,446",332,420,706,224
Minidoka, Idaho,"19,562",202,672,221,32
Nez Perce, Idaho,"36,987",349,"2,963",538,117
Oneida, Idaho,"4,217",28,46,33,6
Owyhee, Idaho,"10,766",139,632,131,37
Payette, Idaho,"21,896",161,714,363,66
Power, Idaho,"7,365",111,322,62,30
Shoshone, Idaho,"12,325",77,388,123,34
Teton, Idaho,"10,098",66,141,76,24
Twin Falls, Idaho,"77,074",804,"1,795","1,495",252
Valley, Idaho,"9,435",55,181,76,15
Washington, Idaho,"9,637",74,259,138,26
Adams, Illinois,"64,003","3,247",344,647,48
Alexander, Illinois,"4,791","2,876",69,54,12
Bond, Illinois,"16,092","1,267",180,148,17
Boone, Illinois,"51,405","1,772",911,958,94
Brown, Illinois,"5,429","1,337",99,37,6
Bureau, Illinois,"33,313",470,277,344,25
Calhoun, Illinois,"5,020",25,16,20,1
Carroll, Illinois,"14,598",248,122,120,9
Cass, Illinois,"12,562",656,157,84,13
Champaign, Illinois,"157,708","28,900","1,674","21,909",482
Christian, Illinois,"33,431",736,179,276,19
Clark, Illinois,"16,003",135,86,78,9
Clay, Illinois,"13,358",123,88,118,3
Clinton, Illinois,"36,123","1,631",244,279,42
Coles, Illinois,"50,788","2,581",354,735,56
Cook, Illinois,"3,535,003","1,331,678","69,324","399,172","8,192"
Crawford, Illinois,"18,368","1,025",148,139,15
Cumberland, Illinois,"10,799",97,69,73,8
DeKalb, Illinois,"93,742","8,329",957,"3,450",145
De Witt, Illinois,"16,155",220,103,129,18
Douglas, Illinois,"19,589",201,136,153,20
DuPage, Illinois,"776,622","53,987","7,812","110,664","1,240"
Edgar, Illinois,"17,776",146,104,65,8
Edwards, Illinois,"6,584",76,42,37,2
Effingham, Illinois,"33,899",251,175,224,18
Fayette, Illinois,"20,919","1,107",138,119,12
Ford, Illinois,"13,598",177,103,88,6
Franklin, Illinois,"38,656",378,341,270,14
Fulton, Illinois,"34,544","1,547",358,207,18
Gallatin, Illinois,"5,350",68,54,18,1
Greene, Illinois,"13,431",188,65,33,3
Grundy, Illinois,"48,821","1,020",347,602,31
Hamilton, Illinois,"8,266",80,60,38,2
Hancock, Illinois,"18,420",154,103,83,15
Hardin, Illinois,"4,098",38,41,32,5
Henderson, Illinois,"6,914",69,51,30,6
Henry, Illinois,"48,476","1,297",357,377,30
Iroquois, Illinois,"28,413",471,203,217,13
Jackson, Illinois,"48,252","9,683",777,"2,662",127
Jasper, Illinois,"9,517",52,42,49,3
Jefferson, Illinois,"34,762","3,818",300,409,24
Jersey, Illinois,"22,303",237,187,169,14
Jo Daviess, Illinois,"22,111",215,113,147,13
Johnson, Illinois,"11,530","1,103",97,57,8
Kane, Illinois,"465,331","35,921","8,059","23,227",660
Kankakee, Illinois,"93,017","18,601",952,"1,507",125
Kendall, Illinois,"107,231","8,501",948,"4,855",128
Knox, Illinois,"47,314","4,951",430,592,47
Lake, Illinois,"594,122","57,948","9,572","55,066","1,320"
La Salle, Illinois,"108,292","3,245",831,"1,239",67
Lawrence, Illinois,"14,776","1,764",91,83,8
Lee, Illinois,"32,561","2,070",252,413,28
Livingston, Illinois,"35,745","2,366",231,311,28
Logan, Illinois,"27,205","2,615",226,325,25
McDonough, Illinois,"29,865","2,074",241,863,25
McHenry, Illinois,"292,925","5,673","2,656","10,359",314
McLean, Illinois,"151,323","15,726","1,214","10,216",192
Macon, Illinois,"88,990","20,615",735,"1,685",154
Macoupin, Illinois,"46,024",685,353,281,27
Madison, Illinois,"241,816","24,645","2,008","3,670",307
Marion, Illinois,"36,657","2,026",251,316,26
Marshall, Illinois,"11,971",104,76,108,6
Mason, Illinois,"14,066",148,107,90,6
Massac, Illinois,"14,073","1,086",124,99,7
Menard, Illinois,"12,378",214,96,67,6
Mercer, Illinois,"16,021",133,65,80,8
Monroe, Illinois,"33,098",219,180,249,18
Montgomery, Illinois,"28,464","1,102",123,167,14
Morgan, Illinois,"32,529","2,603",227,255,24
Moultrie, Illinois,"14,737",128,65,60,3
Ogle, Illinois,"51,302",890,360,410,55
Peoria, Illinois,"146,425","37,790","1,633","7,865",254
Perry, Illinois,"19,744","2,173",168,158,20
Piatt, Illinois,"16,223",167,90,119,14
Pike, Illinois,"15,756",367,87,64,11
Pope, Illinois,"3,978",309,41,21,3
Pulaski, Illinois,"3,924","2,007",63,40,7
Putnam, Illinois,"5,725",73,33,26,2
Randolph, Illinois,"29,325","3,468",192,194,41
Richland, Illinois,"15,861",161,101,207,7
Rock Island, Illinois,"128,784","16,566","1,691","3,971",207
St. Clair, Illinois,"180,546","84,493","2,205","5,570",512
Saline, Illinois,"23,638","1,294",249,202,27
Sangamon, Illinois,"170,257","27,466","1,370","4,605",191
Schuyler, Illinois,"7,159",259,31,37,3
Scott, Illinois,"5,176",44,29,19,4
Shelby, Illinois,"21,920",147,102,83,10
Stark, Illinois,"5,817",68,44,42,6
Stephenson, Illinois,"41,777","5,315",274,483,55
Tazewell, Illinois,"132,922","2,536",978,"1,592",103
Union, Illinois,"17,154",308,210,144,18
Vermilion, Illinois,"68,525","11,944",666,838,92
Wabash, Illinois,"11,438",156,84,113,13
Warren, Illinois,"16,948",546,148,310,31
Washington, Illinois,"14,242",185,56,67,15
Wayne, Illinois,"16,384",141,98,129,11
White, Illinois,"14,353",144,89,65,14
Whiteside, Illinois,"55,989","1,482",513,432,48
Will, Illinois,"564,290","85,340","5,760","39,309",704
Williamson, Illinois,"63,120","3,452",566,813,53
Winnebago, Illinois,"244,221","41,516","3,393","8,888",338
Woodford, Illinois,"38,665",446,224,342,22
Adams, Indiana,"34,258",276,197,117,14
Allen, Indiana,"304,715","50,833","3,979","13,376",699
Bartholomew, Indiana,"73,247","2,430",816,"4,219",139
Benton, Indiana,"8,644",128,51,31,6
Blackford, Indiana,"12,328",159,95,63,9
Boone, Indiana,"58,152","1,162",384,"1,603",44
Brown, Indiana,"14,807",150,160,97,5
Carroll, Indiana,"19,856",209,152,71,6
Cass, Indiana,"36,637","1,035",608,627,82
Clark, Indiana,"102,921","9,794","1,020","1,590",177
Clay, Indiana,"26,453",280,174,130,15
Clinton, Indiana,"32,500",304,241,121,22
Crawford, Indiana,"10,486",95,100,42,13
Daviess, Indiana,"31,740",435,205,263,64
Dearborn, Indiana,"49,149",595,280,334,47
Decatur, Indiana,"25,746",218,158,362,22
De Kalb, Indiana,"41,718",425,286,290,43
Delaware, Indiana,"107,282","9,745",942,"1,827",204
Dubois, Indiana,"41,778",353,222,284,40
Elkhart, Indiana,"184,566","14,963","2,454","2,985",289
Fayette, Indiana,"23,366",485,137,106,8
Floyd, Indiana,"71,075","4,974",617,"1,085",80
Fountain, Indiana,"16,682",136,138,85,18
Franklin, Indiana,"22,774",121,141,84,8
Fulton, Indiana,"19,990",283,249,165,11
Gibson, Indiana,"32,648","1,052",274,212,18
Grant, Indiana,"63,284","6,022",631,762,62
Greene, Indiana,"32,440",185,271,170,14
Hamilton, Indiana,"267,691","14,109","1,510","18,482",361
Hancock, Indiana,"69,093","1,957",491,884,41
Harrison, Indiana,"38,603",404,303,250,28
Hendricks, Indiana,"140,582","10,176","1,017","4,486",182
Henry, Indiana,"47,457","1,569",330,310,25
Howard, Indiana,"75,480","7,289",877,"1,181",95
Huntington, Indiana,"36,216",319,324,288,28
Jackson, Indiana,"42,236",638,363,685,72
Jasper, Indiana,"32,813",440,240,218,28
Jay, Indiana,"21,106",138,126,144,7
Jefferson, Indiana,"31,467",876,226,314,19
Jennings, Indiana,"27,826",390,193,131,14
Johnson, Indiana,"139,047","3,498","1,054","3,986",157
Knox, Indiana,"36,430","1,345",260,361,31
Kosciusko, Indiana,"75,926","1,135",635,"1,092",47
Lagrange, Indiana,"37,564",261,203,230,16
Lake, Indiana,"355,112","130,361","5,723","9,004",621
La Porte, Indiana,"97,620","13,925","1,055",982,113
Lawrence, Indiana,"45,143",393,447,360,27
Madison, Indiana,"118,115","12,474","1,143",977,138
Marion, Indiana,"641,894","273,242","11,205","27,732","1,491"
Marshall, Indiana,"46,220",618,400,401,51
Martin, Indiana,"10,061",66,68,52,3
Miami, Indiana,"33,965","1,984",619,241,29
Monroe, Indiana,"127,731","6,323","1,314","9,899",236
Montgomery, Indiana,"37,358",644,308,323,28
Morgan, Indiana,"68,764",681,537,498,43
Newton, Indiana,"13,862",161,140,60,20
Noble, Indiana,"46,798",527,352,362,35
Ohio, Indiana,"5,929",48,29,29,4
Orange, Indiana,"19,384",347,183,116,15
Owen, Indiana,"20,913",191,177,147,11
Parke, Indiana,"16,636",509,121,56,4
Perry, Indiana,"18,828",649,117,116,11
Pike, Indiana,"12,534",114,73,51,8
Porter, Indiana,"157,468","7,071","1,534","3,007",148
Posey, Indiana,"25,088",397,118,130,13
Pulaski, Indiana,"12,792",157,111,74,11
Putnam, Indiana,"35,515","1,740",259,384,39
Randolph, Indiana,"25,265",313,201,119,21
Ripley, Indiana,"28,030",221,225,241,12
Rush, Indiana,"16,726",247,82,93,7
St. Joseph, Indiana,"223,973","39,253","3,332","7,280",520
Scott, Indiana,"23,633",188,136,190,26
Shelby, Indiana,"43,628",755,308,430,119
Spencer, Indiana,"20,638",267,120,113,4
Starke, Indiana,"22,892",207,231,113,10
Steuben, Indiana,"33,744",416,239,275,31
Sullivan, Indiana,"20,117","1,077",179,85,9
Switzerland, Indiana,"10,416",95,69,35,9
Tippecanoe, Indiana,"158,379","10,189","1,536","13,485",294
Tipton, Indiana,"15,461",140,81,91,11
Union, Indiana,"7,180",90,60,40,8
Vanderburgh, Indiana,"161,352","19,866","1,295","3,061",329
Vermillion, Indiana,"15,746",115,95,65,15
Vigo, Indiana,"97,914","9,242",961,"2,500",133
Wabash, Indiana,"31,711",382,387,215,17
Warren, Indiana,"8,327",47,43,48,7
Warrick, Indiana,"58,861","1,291",384,"1,348",55
Washington, Indiana,"27,524",193,179,113,12
Wayne, Indiana,"63,452","4,586",641,869,189
Wells, Indiana,"27,442",273,188,154,16
White, Indiana,"24,010",284,271,154,37
Whitley, Indiana,"32,856",297,317,211,36
Adair, Iowa,"7,409",38,37,40,2
Adams, Iowa,"3,838",20,32,27,2
Allamakee, Iowa,"13,761",267,168,90,46
Appanoose, Iowa,"12,527",142,97,67,9
Audubon, Iowa,"5,808",41,24,37,3
Benton, Iowa,"25,444",249,124,116,12
Black Hawk, Iowa,"117,532","13,603","1,070","3,049",400
Boone, Iowa,"25,854",401,205,195,14
Bremer, Iowa,"24,118",376,106,283,17
Buchanan, Iowa,"20,733",189,125,137,12
Buena Vista, Iowa,"18,143",647,204,"1,657",182
Butler, Iowa,"14,883",119,61,84,7
Calhoun, Iowa,"9,670",224,61,46,10
Carroll, Iowa,"20,273",258,115,134,14
Cass, Iowa,"13,375",103,105,61,63
Cedar, Iowa,"18,149",160,127,150,19
Cerro Gordo, Iowa,"42,370",945,301,640,51
Cherokee, Iowa,"11,710",153,83,91,24
Chickasaw, Iowa,"12,185",113,42,56,4
Clarke, Iowa,"9,134",112,102,83,10
Clay, Iowa,"16,231",179,98,141,9
Clayton, Iowa,"17,558",177,83,85,23
Clinton, Iowa,"46,442","2,005",406,412,30
Crawford, Iowa,"16,594",404,243,292,50
Dallas, Iowa,"70,392","1,710",571,"2,878",107
Davis, Iowa,"8,725",46,55,50,5
Decatur, Iowa,"7,861",190,81,87,20
Delaware, Iowa,"17,366",153,69,78,8
Des Moines, Iowa,"37,669","2,908",347,476,54
Dickinson, Iowa,"16,773",105,88,125,9
Dubuque, Iowa,"91,224","3,356",557,"1,502",361
Emmet, Iowa,"9,680",170,264,113,19
Fayette, Iowa,"20,031",388,94,200,16
Floyd, Iowa,"15,515",321,82,281,14
Franklin, Iowa,"10,337",136,89,78,22
Fremont, Iowa,"6,991",63,56,38,4
Greene, Iowa,"9,003",88,74,69,6
Grundy, Iowa,"12,213",100,42,49,12
Guthrie, Iowa,"10,577",72,63,70,6
Hamilton, Iowa,"14,795",189,131,376,18
Hancock, Iowa,"10,936",118,59,91,5
Hardin, Iowa,"17,042",334,130,135,10
Harrison, Iowa,"14,281",102,107,75,5
Henry, Iowa,"19,061",675,160,619,35
Howard, Iowa,"9,428",81,45,48,11
Humboldt, Iowa,"9,557",110,53,65,4
Ida, Iowa,"7,062",54,49,42,2
Iowa, Iowa,"16,115",171,78,94,4
Jackson, Iowa,"19,227",217,115,116,123
Jasper, Iowa,"35,682",769,243,292,18
Jefferson, Iowa,"15,005",375,147,"1,542",19
Johnson, Iowa,"123,161","9,099","1,218","8,888",207
Jones, Iowa,"19,951",549,91,130,16
Keokuk, Iowa,"10,223",90,51,45,3
Kossuth, Iowa,"15,103",149,85,101,11
Lee, Iowa,"34,173","1,549",314,316,40
Linn, Iowa,"201,376","12,381","1,689","5,584",364
Louisa, Iowa,"10,888",145,102,249,22
Lucas, Iowa,"8,676",41,45,38,5
Lyon, Iowa,"11,621",64,58,45,4
Madison, Iowa,"15,253",131,97,101,5
Mahaska, Iowa,"21,770",404,157,323,15
Marion, Iowa,"32,425",451,184,504,24
Marshall, Iowa,"38,761","1,126",555,"1,195",89
Mills, Iowa,"14,649",145,147,111,16
Mitchell, Iowa,"10,599",78,43,44,4
Monona, Iowa,"8,954",93,133,42,8
Monroe, Iowa,"7,894",88,40,80,2
Montgomery, Iowa,"10,296",67,92,58,7
Muscatine, Iowa,"41,195","1,134",459,572,39
OBrien, Iowa,"13,761",179,83,143,6
Osceola, Iowa,"6,125",44,50,36,7
Page, Iowa,"15,049",495,199,178,25
Palo Alto, Iowa,"9,032",105,60,73,9
Plymouth, Iowa,"24,558",225,188,201,34
Pocahontas, Iowa,"7,026",100,58,32,17
Polk, Iowa,"401,878","34,819","4,279","20,491",643
Pottawattamie, Iowa,"89,879","2,141","1,230",965,104
Poweshiek, Iowa,"17,974",342,147,400,35
Ringgold, Iowa,"4,997",32,33,42,6
Sac, Iowa,"9,983",75,50,49,9
Scott, Iowa,"152,843","15,679","1,884","4,790",259
Shelby, Iowa,"11,798",97,84,66,14
Sioux, Iowa,"33,724",493,223,334,23
Story, Iowa,"83,544","3,142",661,"6,618",100
Tama, Iowa,"16,014",208,"1,655",132,43
Taylor, Iowa,"6,095",40,39,29,7
Union, Iowa,"12,328",183,88,98,14
Van Buren, Iowa,"7,366",41,41,48,4
Wapello, Iowa,"33,954",946,464,413,102
Warren, Iowa,"46,545",557,302,434,48
Washington, Iowa,"21,600",321,163,171,27
Wayne, Iowa,"6,318",66,38,33,2
Webster, Iowa,"35,049","1,958",276,387,36
Winnebago, Iowa,"10,286",196,63,121,5
Winneshiek, Iowa,"20,542",251,76,288,10
Woodbury, Iowa,"93,781","4,141","3,767","3,130",328
Worth, Iowa,"7,420",82,54,46,2
Wright, Iowa,"12,781",145,106,73,15
Allen, Kansas,"12,630",433,277,116,20
Anderson, Kansas,"7,734",93,130,65,3
Atchison, Kansas,"15,660","1,107",266,135,23
Barber, Kansas,"4,849",72,79,37,1
Barton, Kansas,"26,642",658,458,143,33
Bourbon, Kansas,"14,133",629,323,128,14
Brown, Kansas,"8,863",258,"1,089",67,9
Butler, Kansas,"63,158","1,710","1,461",853,115
Chase, Kansas,"2,633",47,43,13,4
Chautauqua, Kansas,"3,330",73,291,20,7
Cherokee, Kansas,"19,814",310,"1,486",137,69
Cheyenne, Kansas,"2,656",12,22,21,1
Clark, Kansas,"2,128",38,45,35,4
Clay, Kansas,"8,270",89,100,47,7
Cloud, Kansas,"9,123",146,115,58,11
Coffey, Kansas,"8,217",113,145,63,2
Comanche, Kansas,"1,929",19,24,11,2
Cowley, Kansas,"33,545","1,501","1,515",751,111
Crawford, Kansas,"37,244","1,271",902,741,147
Decatur, Kansas,"2,882",38,29,17,2
Dickinson, Kansas,"19,127",404,324,145,33
Doniphan, Kansas,"7,431",350,201,49,5
Douglas, Kansas,"100,808","6,863","4,879","6,002",251
Edwards, Kansas,"2,830",62,67,21,1
Elk, Kansas,"2,598",36,78,24,3
Ellis, Kansas,"28,205",515,287,481,29
Ellsworth, Kansas,"5,980",360,90,61,3
Finney, Kansas,"33,859","1,413",760,"1,592",63
Ford, Kansas,"32,413","1,312",852,713,134
Franklin, Kansas,"24,997",606,574,203,14
Geary, Kansas,"28,045","8,172","1,039","2,120",453
Gove, Kansas,"2,738",26,11,15,1
Graham, Kansas,"2,439",148,58,32,0
Grant, Kansas,"7,664",101,248,50,1
Gray, Kansas,"5,911",74,62,18,3
Greeley, Kansas,"1,271",11,14,5,0
Greenwood, Kansas,"6,278",76,180,39,1
Hamilton, Kansas,"2,522",26,77,15,8
Harper, Kansas,"5,719",58,135,24,14
Harvey, Kansas,"33,439",995,670,434,36
Haskell, Kansas,"3,976",54,81,73,7
Hodgeman, Kansas,"1,914",36,13,12,0
Jackson, Kansas,"12,062",209,"1,417",96,16
Jefferson, Kansas,"18,421",214,411,92,19
Jewell, Kansas,"3,006",20,29,14,0
Johnson, Kansas,"510,019","33,527","6,527","30,432",731
Kearny, Kansas,"3,812",54,83,34,3
Kingman, Kansas,"7,706",68,133,66,6
Kiowa, Kansas,"2,449",32,45,26,3
Labette, Kansas,"19,320","1,289",945,204,43
Lane, Kansas,"1,675",32,40,10,3
Leavenworth, Kansas,"68,541","8,631","1,506","1,665",261
Lincoln, Kansas,"3,107",28,32,18,0
Linn, Kansas,"9,328",107,169,54,11
Logan, Kansas,"2,715",51,39,41,2
Lyon, Kansas,"31,192","1,292",749,"1,042",73
McPherson, Kansas,"28,757",620,398,323,41
Marion, Kansas,"11,950",196,205,63,17
Marshall, Kansas,"9,864",96,116,68,11
Meade, Kansas,"4,241",65,80,32,6
Miami, Kansas,"31,991",655,511,218,33
Mitchell, Kansas,"6,300",37,57,37,10
Montgomery, Kansas,"30,747","2,482","2,257",373,106
Morris, Kansas,"5,646",79,86,32,4
Morton, Kansas,"2,997",51,69,77,10
Nemaha, Kansas,"9,972",134,131,57,16
Neosho, Kansas,"15,850",318,395,164,17
Ness, Kansas,"3,012",30,49,14,3
Norton, Kansas,"5,390",205,47,53,8
Osage, Kansas,"15,852",212,278,89,11
Osborne, Kansas,"3,767",30,41,22,3
Ottawa, Kansas,"5,927",93,75,27,3
Pawnee, Kansas,"6,528",428,113,48,6
Phillips, Kansas,"5,440",57,62,54,0
Pottawatomie, Kansas,"21,922",522,454,320,50
Pratt, Kansas,"9,578",217,198,83,7
Rawlins, Kansas,"2,564",21,22,11,1
Reno, Kansas,"61,096","2,823","1,104",525,89
Republic, Kansas,"4,751",51,28,28,2
Rice, Kansas,"9,653",266,244,79,18
Riley, Kansas,"65,889","6,338","1,223","4,166",330
Rooks, Kansas,"5,121",49,46,34,4
Rush, Kansas,"3,141",28,44,14,1
Russell, Kansas,"6,754",119,95,77,3
Saline, Kansas,"51,940","2,915",896,"1,622",115
Scott, Kansas,"4,928",34,59,35,11
Sedgwick, Kansas,"426,850","57,203","14,254","25,572","1,000"
Seward, Kansas,"21,326","1,142",570,739,65
Shawnee, Kansas,"157,382","19,831","5,418","3,418",402
Sheridan, Kansas,"2,528",20,24,8,3
Sherman, Kansas,"5,937",110,84,75,12
Smith, Kansas,"3,661",36,47,20,5
Stafford, Kansas,"4,217",53,122,29,3
Stanton, Kansas,"2,116",30,64,10,7
Stevens, Kansas,"5,660",70,127,28,13
Sumner, Kansas,"22,890",455,659,127,21
Thomas, Kansas,"7,729",104,125,84,15
Trego, Kansas,"2,936",27,23,22,2
Wabaunsee, Kansas,"6,908",107,138,34,4
Wallace, Kansas,"1,549",20,20,6,1
Washington, Kansas,"5,535",63,52,27,8
Wichita, Kansas,"2,141",30,26,12,1
Wilson, Kansas,"8,856",99,277,78,11
Woodson, Kansas,"3,160",38,81,10,0
Wyandotte, Kansas,"111,511","43,291","4,316","6,167",590
Adair, Kentucky,"18,062",676,138,70,20
Allen, Kentucky,"19,940",343,172,82,5
Anderson, Kentucky,"21,160",603,140,169,21
Ballard, Kentucky,"8,017",341,85,41,4
Barren, Kentucky,"40,774","2,152",372,324,77
Bath, Kentucky,"11,718",244,80,36,14
Bell, Kentucky,"27,032",848,313,127,23
Boone, Kentucky,"116,978","4,724",847,"3,883",239
Bourbon, Kentucky,"18,591","1,473",157,103,15
Boyd, Kentucky,"47,001","1,824",384,347,37
Boyle, Kentucky,"26,460","2,577",242,319,26
Bracken, Kentucky,"8,333",90,65,17,7
Breathitt, Kentucky,"13,369",89,59,97,16
Breckinridge, Kentucky,"19,451",577,196,73,7
Bullitt, Kentucky,"75,251","1,105",729,648,62
Butler, Kentucky,"12,616",123,125,48,3
Caldwell, Kentucky,"12,048",794,94,58,6
Calloway, Kentucky,"35,266","1,778",307,841,38
Campbell, Kentucky,"87,266","3,496",576,"1,048",78
Carlisle, Kentucky,"4,890",96,63,17,1
Carroll, Kentucky,"10,623",335,115,71,14
Carter, Kentucky,"26,867",264,202,104,18
Casey, Kentucky,"15,841",189,123,61,14
Christian, Kentucky,"56,188","17,203","1,083","1,637",424
Clark, Kentucky,"33,541","2,084",243,242,23
Clay, Kentucky,"20,356","1,013",132,50,16
Clinton, Kentucky,"9,994",102,101,32,56
Crittenden, Kentucky,"9,110",123,75,27,10
Cumberland, Kentucky,"6,571",250,34,22,0
Daviess, Kentucky,"92,241","6,188",431,"1,054",161
Edmonson, Kentucky,"11,774",265,99,42,3
Elliott, Kentucky,"7,340",287,40,11,7
Estill, Kentucky,"14,391",81,96,28,4
Fayette, Kentucky,"249,247","50,566","2,770","13,381",503
Fleming, Kentucky,"14,216",294,81,47,3
Floyd, Kentucky,"38,187",498,183,111,8
Franklin, Kentucky,"43,107","6,229",454,969,46
Fulton, Kentucky,"4,746","1,648",62,56,1
Gallatin, Kentucky,"8,275",228,70,46,8
Garrard, Kentucky,"16,451",461,99,62,11
Grant, Kentucky,"24,316",377,184,137,45
Graves, Kentucky,"35,300","2,177",332,238,49
Grayson, Kentucky,"25,543",391,210,117,13
Green, Kentucky,"10,869",311,107,36,2
Greenup, Kentucky,"35,862",493,289,244,14
Hancock, Kentucky,"8,542",140,50,39,0
Hardin, Kentucky,"90,816","15,877","1,427","3,468",643
Harlan, Kentucky,"27,646",791,185,129,50
Harrison, Kentucky,"18,003",530,113,84,17
Hart, Kentucky,"17,597","1,029",122,79,11
Henderson, Kentucky,"42,252","4,265",277,324,33
Henry, Kentucky,"14,886",596,158,66,17
Hickman, Kentucky,"4,282",477,36,26,1
Hopkins, Kentucky,"43,061","3,749",322,362,57
Jackson, Kentucky,"13,328",68,76,37,6
Jefferson, Kentucky,"572,899","172,668","6,189","22,176","1,036"
Jessamine, Kentucky,"47,681","2,245",421,751,44
Johnson, Kentucky,"23,211",167,141,128,11
Kenton, Kentucky,"152,474","9,961","1,173","2,455",366
Knott, Kentucky,"15,789",182,86,40,8
Knox, Kentucky,"31,170",503,249,131,63
Larue, Kentucky,"13,523",560,118,69,22
Laurel, Kentucky,"58,484",742,565,413,45
Lawrence, Kentucky,"15,732",129,101,60,9
Lee, Kentucky,"7,093",160,63,26,2
Leslie, Kentucky,"10,943",73,47,38,3
Letcher, Kentucky,"23,413",172,105,64,4
Lewis, Kentucky,"13,707",89,74,27,6
Lincoln, Kentucky,"23,685",729,202,82,10
Livingston, Kentucky,"9,214",97,95,53,10
Logan, Kentucky,"24,817","2,133",241,135,33
Lyon, Kentucky,"7,919",527,60,41,7
McCracken, Kentucky,"57,313","8,024",608,785,78
McCreary, Kentucky,"16,735","1,165",281,64,24
McLean, Kentucky,"9,374",100,67,22,0
Madison, Kentucky,"80,314","4,738",851,"1,280",101
Magoffin, Kentucky,"12,860",69,89,26,4
Marion, Kentucky,"18,110","1,953",106,187,12
Marshall, Kentucky,"30,819",199,212,140,13
Martin, Kentucky,"11,693",912,90,35,4
Mason, Kentucky,"15,964","1,333",134,153,10
Meade, Kentucky,"27,516","1,495",459,444,83
Menifee, Kentucky,"6,103",204,40,15,3
Mercer, Kentucky,"20,320","1,046",194,155,33
Metcalfe, Kentucky,"9,756",216,57,39,3
Monroe, Kentucky,"10,391",308,62,29,5
Montgomery, Kentucky,"26,232","1,000",171,136,16
Morgan, Kentucky,"12,733",610,93,56,4
Muhlenberg, Kentucky,"29,485","1,726",198,114,17
Nelson, Kentucky,"41,852","2,718",238,356,46
Nicholas, Kentucky,"6,959",73,38,23,0
Ohio, Kentucky,"23,590",341,160,95,20
Oldham, Kentucky,"58,230","3,181",607,"1,253",102
Owen, Kentucky,"10,498",155,76,38,5
Owsley, Kentucky,"4,613",39,25,7,0
Pendleton, Kentucky,"14,401",127,96,67,10
Perry, Kentucky,"27,358",623,161,173,20
Pike, Kentucky,"62,511",604,263,403,31
Powell, Kentucky,"12,352",144,70,26,7
Pulaski, Kentucky,"62,495","1,090",530,446,43
Robertson, Kentucky,"2,218",14,22,3,0
Rockcastle, Kentucky,"16,565",96,147,34,13
Rowan, Kentucky,"22,838",571,139,250,19
Russell, Kentucky,"17,494",190,151,92,11
