County,State,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander
Turner, Georgia,"5,085","3,683",57,65,5
Twiggs, Georgia,"5,121","3,701",76,38,4
Union, Georgia,"21,001",222,248,129,11
Upson, Georgia,"19,115","7,711",224,183,25
Walker, Georgia,"64,985","3,475",589,439,65
Walton, Georgia,"69,223","14,057",698,"1,312",134
Ware, Georgia,"24,962","11,019",302,384,52
Warren, Georgia,"2,177","3,510",24,30,2
Washington, Georgia,"9,785","11,183",77,143,7
Wayne, Georgia,"23,818","6,448",328,250,47
Webster, Georgia,"1,609","1,178",18,16,2
Wheeler, Georgia,"4,953","3,076",34,28,6
White, Georgia,"26,546",696,316,187,25
Whitfield, Georgia,"95,563","4,920","2,008","1,776",252
Wilcox, Georgia,"5,779","3,322",68,65,3
Wilkes, Georgia,"5,769","4,428",55,84,4
Wilkinson, Georgia,"5,777","3,662",80,59,7
Worth, Georgia,"15,334","6,440",136,140,21
Hawaii, Hawaii,"104,753","4,137","9,124","83,968","63,745"
Honolulu, Hawaii,"367,471","37,285","21,199","594,437","237,646"
Kalawao, Hawaii,38,1,6,14,45
Kauai, Hawaii,"34,814","1,153","1,881","34,547","17,531"
Maui, Hawaii,"81,325","2,594","4,163","74,153","43,321"
Ada, Idaho,"381,438","7,186","6,850","14,646","1,837"
Adams, Idaho,"3,917",18,73,27,6
Bannock, Idaho,"78,606","1,031","3,688","1,700",392
Bear Lake, Idaho,"5,880",21,63,41,3
Benewah, Idaho,"8,254",76,"1,089",73,15
Bingham, Idaho,"41,917",315,"3,763",549,116
Blaine, Idaho,"20,496",117,429,259,50
Boise, Idaho,"6,884",51,171,58,12
Bonner, Idaho,"40,106",184,899,375,81
Bonneville, Idaho,"102,770","1,111","2,129","1,493",272
Boundary, Idaho,"10,492",67,359,102,25
Butte, Idaho,"2,768",22,46,16,7
Camas, Idaho,"1,073",20,30,5,2
Canyon, Idaho,"184,470","2,138","5,377","3,131",932
Caribou, Idaho,"6,753",30,93,44,23
Cassia, Idaho,"22,502",181,510,254,67
Clark, Idaho,920,11,28,11,1
Clearwater, Idaho,"8,342",58,298,93,17
Custer, Idaho,"4,289",21,64,20,3
Elmore, Idaho,"24,224",960,766,"1,119",191
Franklin, Idaho,"12,673",72,174,37,17
Fremont, Idaho,"12,852",138,214,71,36
Gem, Idaho,"16,419",81,355,199,41
Gooding, Idaho,"14,910",117,372,177,47
Idaho, Idaho,"15,840",92,673,121,28
Jefferson, Idaho,"25,750",162,547,229,73
Jerome, Idaho,"21,701",173,700,169,52
Kootenai, Idaho,"137,281","1,027","3,704","1,969",403
Latah, Idaho,"36,381",480,725,"1,092",136
Lemhi, Idaho,"7,833",55,157,62,14
Lewis, Idaho,"3,568",36,261,36,9
Lincoln, Idaho,"5,032",43,108,46,15
Madison, Idaho,"37,009",292,370,653,194
Minidoka, Idaho,"19,466",178,635,190,36
Nez Perce, Idaho,"36,623",300,"2,843",510,114
Oneida, Idaho,"4,176",20,45,36,4
Owyhee, Idaho,"10,679",119,680,122,27
Payette, Idaho,"21,893",147,663,361,60
Power, Idaho,"7,423",99,303,64,23
Shoshone, Idaho,"12,347",69,352,92,27
Teton, Idaho,"10,009",60,109,66,21
Twin Falls, Idaho,"75,384",694,"1,742","1,372",221
Valley, Idaho,"9,448",49,165,64,9
Washington, Idaho,"9,833",67,242,130,20
Adams, Illinois,"64,162","3,168",333,595,49
Alexander, Illinois,"5,067","2,969",70,48,11
Bond, Illinois,"16,379","1,257",169,132,17
Boone, Illinois,"51,772","1,648",935,957,73
Brown, Illinois,"5,461","1,324",102,36,6
Bureau, Illinois,"33,964",446,247,322,21
Calhoun, Illinois,"5,039",20,15,14,0
Carroll, Illinois,"14,918",219,111,106,9
Cass, Illinois,"12,929",624,113,88,10
Champaign, Illinois,"156,415","28,318","1,654","21,057",472
Christian, Illinois,"33,962",683,158,253,18
Clark, Illinois,"16,056",113,77,81,3
Clay, Illinois,"13,577",111,83,97,0
Clinton, Illinois,"36,409","1,618",242,264,29
Coles, Illinois,"50,939","2,508",354,698,44
Cook, Illinois,"3,511,983","1,342,754","68,330","378,899","7,883"
Crawford, Illinois,"18,622","1,045",119,143,17
Cumberland, Illinois,"10,971",78,63,56,3
DeKalb, Illinois,"94,250","7,757",910,"3,234",144
De Witt, Illinois,"16,302",184,93,117,10
Douglas, Illinois,"19,587",180,122,132,8
DuPage, Illinois,"775,523","51,533","7,603","104,970","1,138"
Edgar, Illinois,"18,244",118,90,59,6
Edwards, Illinois,"6,605",47,40,30,0
Effingham, Illinois,"33,913",206,162,191,16
Fayette, Illinois,"21,036","1,090",125,103,10
Ford, Illinois,"13,768",160,89,68,9
Franklin, Illinois,"39,116",340,332,229,16
Fulton, Illinois,"35,217","1,520",352,207,19
Gallatin, Illinois,"5,478",45,48,10,5
Greene, Illinois,"13,664",172,69,25,4
Grundy, Illinois,"48,826",854,312,559,44
Hamilton, Illinois,"8,323",58,63,31,1
Hancock, Illinois,"18,864",147,107,82,16
Hardin, Illinois,"4,207",31,41,34,6
Henderson, Illinois,"7,149",55,41,27,7
Henry, Illinois,"49,082","1,172",329,317,27
Iroquois, Illinois,"28,983",417,206,175,16
Jackson, Illinois,"48,956","9,492",724,"2,554",124
Jasper, Illinois,"9,683",43,40,41,4
Jefferson, Illinois,"35,012","3,694",280,373,29
Jersey, Illinois,"22,550",222,173,148,13
Jo Daviess, Illinois,"22,414",224,109,137,18
Johnson, Illinois,"11,524","1,084",100,47,8
Kane, Illinois,"462,725","35,420","7,925","22,092",637
Kankakee, Illinois,"94,211","18,703",908,"1,487",131
Kendall, Illinois,"105,346","7,871",894,"4,607",110
Knox, Illinois,"48,051","4,801",429,568,47
Lake, Illinois,"595,667","56,464","9,287","52,576","1,212"
La Salle, Illinois,"109,850","3,019",784,"1,131",72
Lawrence, Illinois,"14,943","1,745",100,76,11
Lee, Illinois,"33,276","2,038",249,374,26
Livingston, Illinois,"36,510","2,237",210,293,20
Logan, Illinois,"27,582","2,544",197,306,21
McDonough, Illinois,"30,078","1,931",232,817,21
McHenry, Illinois,"294,357","5,114","2,560","9,857",261
McLean, Illinois,"149,254","14,978","1,174","8,911",173
Macon, Illinois,"90,586","20,276",735,"1,612",143
Macoupin, Illinois,"47,054",606,334,249,24
Madison, Illinois,"243,570","24,063","1,991","3,520",283
Marion, Illinois,"37,003","1,988",240,309,25
Marshall, Illinois,"12,349",96,72,89,4
Mason, Illinois,"14,333",130,93,70,6
Massac, Illinois,"14,328","1,075",132,85,8
Menard, Illinois,"12,527",169,82,62,7
Mercer, Illinois,"16,224",117,62,74,4
Monroe, Illinois,"32,898",185,184,219,15
Montgomery, Illinois,"28,672","1,082",116,152,14
Morgan, Illinois,"33,063","2,596",227,256,21
Moultrie, Illinois,"14,773",99,67,48,3
Ogle, Illinois,"52,124",833,339,420,52
Peoria, Illinois,"145,713","37,163","1,583","7,250",242
Perry, Illinois,"20,097","2,148",157,156,25
Piatt, Illinois,"16,491",145,82,93,16
Pike, Illinois,"16,013",339,80,56,10
Pope, Illinois,"4,114",301,44,18,3
Pulaski, Illinois,"3,971","2,051",55,37,6
Putnam, Illinois,"5,898",64,31,29,2
Randolph, Illinois,"29,760","3,432",174,167,35
Richland, Illinois,"15,974",147,87,166,6
Rock Island, Illinois,"129,742","16,034","1,680","3,471",184
St. Clair, Illinois,"182,624","85,707","2,166","5,294",479
Saline, Illinois,"23,665","1,253",236,203,38
Sangamon, Illinois,"170,697","26,893","1,383","4,326",202
Schuyler, Illinois,"7,204",251,29,27,4
Scott, Illinois,"5,188",32,23,26,3
Shelby, Illinois,"22,105",108,94,80,11
Stark, Illinois,"5,772",57,28,33,3
Stephenson, Illinois,"42,510","5,238",275,479,48
Tazewell, Illinois,"132,686","2,207",952,"1,458",83
Union, Illinois,"17,326",297,207,117,18
Vermilion, Illinois,"69,567","11,929",661,790,75
Wabash, Illinois,"11,653",143,81,102,12
Warren, Illinois,"17,211",529,148,188,32
Washington, Illinois,"14,406",165,54,74,9
Wayne, Illinois,"16,419",99,96,111,4
White, Illinois,"14,435",125,90,60,11
Whiteside, Illinois,"56,708","1,424",499,418,44
Will, Illinois,"565,079","83,821","5,552","37,110",634
Williamson, Illinois,"63,117","3,260",581,800,40
Winnebago, Illinois,"247,749","41,117","3,309","8,653",314
Woodford, Illinois,"38,415",381,209,317,17
Adams, Indiana,"34,022",239,167,122,12
Allen, Indiana,"302,296","49,554","3,887","12,089",652
Bartholomew, Indiana,"72,439","2,181",764,"3,336",111
Benton, Indiana,"8,787",100,47,26,3
Blackford, Indiana,"12,549",143,94,58,9
Boone, Indiana,"56,000",876,349,"1,340",39
Brown, Indiana,"14,876",148,143,92,3
Carroll, Indiana,"19,889",165,130,66,5
Cass, Indiana,"37,219",953,603,522,78
Clark, Indiana,"101,867","9,530",994,"1,428",155
Clay, Indiana,"26,617",229,176,99,13
Clinton, Indiana,"32,673",282,227,123,12
Crawford, Indiana,"10,517",77,92,44,11
Daviess, Indiana,"31,392",387,186,209,38
Dearborn, Indiana,"49,389",547,266,291,38
Decatur, Indiana,"25,483",198,153,284,13
De Kalb, Indiana,"41,871",371,259,274,32
Delaware, Indiana,"107,684","9,633",925,"1,792",202
Dubois, Indiana,"41,697",304,200,267,30
Elkhart, Indiana,"183,047","14,403","2,389","2,772",291
Fayette, Indiana,"23,681",449,134,113,2
Floyd, Indiana,"70,016","4,775",608,"1,030",62
Fountain, Indiana,"16,947",115,138,70,14
Franklin, Indiana,"22,844",125,121,80,6
Fulton, Indiana,"20,316",278,268,144,13
Gibson, Indiana,"32,608",974,266,223,16
Grant, Indiana,"64,017","5,869",627,677,79
Greene, Indiana,"32,780",147,251,147,14
Hamilton, Indiana,"257,015","12,642","1,387","16,486",318
Hancock, Indiana,"68,109","1,834",468,824,45
Harrison, Indiana,"38,766",342,252,240,26
Hendricks, Indiana,"136,712","9,032",914,"4,037",169
Henry, Indiana,"47,912","1,381",328,276,32
Howard, Indiana,"75,776","7,017",832,"1,112",106
Huntington, Indiana,"36,599",339,303,256,32
Jackson, Indiana,"41,942",534,309,560,69
Jasper, Indiana,"32,867",397,208,195,25
Jay, Indiana,"21,177",129,106,121,7
Jefferson, Indiana,"31,383",819,211,292,22
Jennings, Indiana,"27,842",347,157,120,13
Johnson, Indiana,"136,083","2,744",988,"3,540",143
Knox, Indiana,"37,026","1,278",236,336,30
Kosciusko, Indiana,"75,585",986,562,985,50
Lagrange, Indiana,"37,090",225,179,205,11
Lake, Indiana,"355,425","133,592","5,556","8,442",586
La Porte, Indiana,"97,873","13,526","1,006",922,94
Lawrence, Indiana,"45,435",366,446,321,26
Madison, Indiana,"118,908","12,306","1,109",915,132
Marion, Indiana,"634,147","265,091","10,908","24,762","1,464"
Marshall, Indiana,"46,266",562,363,341,40
Martin, Indiana,"10,212",59,61,44,0
Miami, Indiana,"34,388","1,992",607,235,28
Monroe, Indiana,"127,012","6,050","1,306","9,218",208
Montgomery, Indiana,"37,589",609,292,309,15
Morgan, Indiana,"68,418",501,520,443,36
Newton, Indiana,"13,940",128,106,65,20
Noble, Indiana,"46,808",483,338,312,33
Ohio, Indiana,"6,015",40,32,29,1
Orange, Indiana,"19,564",305,184,99,14
Owen, Indiana,"21,300",154,163,125,12
Parke, Indiana,"16,626",427,120,52,8
Perry, Indiana,"18,826",591,94,101,7
Pike, Indiana,"12,626",83,70,46,7
Porter, Indiana,"157,137","6,481","1,548","2,838",159
Posey, Indiana,"25,285",388,118,123,13
Pulaski, Indiana,"13,102",142,87,66,10
Putnam, Indiana,"35,856","1,729",267,378,35
Randolph, Indiana,"25,672",273,185,121,21
Ripley, Indiana,"28,392",179,212,211,19
Rush, Indiana,"17,071",229,86,75,9
St. Joseph, Indiana,"224,275","39,085","3,264","6,916",512
Scott, Indiana,"23,706",147,118,174,25
Shelby, Indiana,"43,401",737,292,381,83
Spencer, Indiana,"20,790",238,109,103,7
Starke, Indiana,"22,962",179,224,98,11
Steuben, Indiana,"33,529",350,217,262,36
Sullivan, Indiana,"20,178","1,044",173,83,10
Switzerland, Indiana,"10,456",78,68,36,11
Tippecanoe, Indiana,"155,239","9,131","1,494","12,651",254
Tipton, Indiana,"15,679",109,87,89,8
Union, Indiana,"7,382",71,63,37,4
Vanderburgh, Indiana,"160,705","19,431","1,305","2,797",275
Vermillion, Indiana,"16,000",106,103,55,11
Vigo, Indiana,"98,210","9,046",961,"2,339",134
Wabash, Indiana,"31,978",367,374,187,18
Warren, Indiana,"8,392",41,35,50,7
Warrick, Indiana,"58,236","1,211",351,"1,228",48
Washington, Indiana,"27,945",161,187,124,17
Wayne, Indiana,"64,347","4,535",646,846,193
Wells, Indiana,"27,390",224,183,149,11
White, Indiana,"24,165",234,248,137,20
Whitley, Indiana,"32,928",252,275,194,27
Adair, Iowa,"7,540",27,33,36,3
Adams, Iowa,"3,941",21,29,27,0
Allamakee, Iowa,"13,888",199,126,71,38
Appanoose, Iowa,"12,719",120,96,68,8
Audubon, Iowa,"5,956",21,21,44,3
Benton, Iowa,"25,885",233,126,110,8
Black Hawk, Iowa,"116,935","13,389","1,096","2,594",371
Boone, Iowa,"25,907",327,189,165,13
Bremer, Iowa,"23,912",324,96,261,10
Buchanan, Iowa,"20,669",180,118,125,7
Buena Vista, Iowa,"18,138",641,179,"1,364",168
Butler, Iowa,"14,838",91,72,68,6
Calhoun, Iowa,"9,815",209,58,42,3
Carroll, Iowa,"20,556",218,98,141,7
Cass, Iowa,"13,596",86,74,53,51
Cedar, Iowa,"18,258",130,106,130,11
Cerro Gordo, Iowa,"42,852",940,271,570,34
Cherokee, Iowa,"11,849",128,69,93,23
Chickasaw, Iowa,"12,300",78,39,53,4
Clarke, Iowa,"9,146",90,90,69,4
Clay, Iowa,"16,373",162,88,133,5
Clayton, Iowa,"17,812",147,73,75,25
Clinton, Iowa,"47,210","1,879",402,414,40
Crawford, Iowa,"16,535",388,204,171,54
Dallas, Iowa,"66,180","1,557",527,"2,308",90
Davis, Iowa,"8,721",31,52,35,4
Decatur, Iowa,"7,967",186,80,88,23
Delaware, Iowa,"17,519",124,60,68,8
Des Moines, Iowa,"37,485","2,677",327,457,59
Dickinson, Iowa,"16,717",77,77,111,11
Dubuque, Iowa,"90,365","3,119",539,"1,334",347
Emmet, Iowa,"9,787",129,223,84,16
Fayette, Iowa,"20,569",329,95,168,23
Floyd, Iowa,"15,617",280,60,258,11
Franklin, Iowa,"10,528",111,78,61,14
Fremont, Iowa,"7,274",67,53,33,2
Greene, Iowa,"9,186",73,68,53,9
Grundy, Iowa,"12,368",82,32,45,10
Guthrie, Iowa,"10,764",62,59,61,7
Hamilton, Iowa,"14,981",163,124,370,4
Hancock, Iowa,"11,131",112,64,75,5
Hardin, Iowa,"17,026",278,107,120,16
Harrison, Iowa,"14,667",69,105,65,2
Henry, Iowa,"19,209",632,165,566,37
Howard, Iowa,"9,468",73,41,39,10
Humboldt, Iowa,"9,689",95,52,56,5
Ida, Iowa,"7,024",38,28,29,6
Iowa, Iowa,"16,143",134,77,88,3
Jackson, Iowa,"19,430",173,107,86,119
Jasper, Iowa,"35,822",630,216,243,21
Jefferson, Iowa,"15,104",322,139,"1,502",17
Johnson, Iowa,"118,905","7,930","1,086","8,347",191
Jones, Iowa,"20,126",510,94,108,8
Keokuk, Iowa,"10,277",77,44,30,1
Kossuth, Iowa,"15,196",125,70,83,6
Lee, Iowa,"34,149","1,501",277,300,41
Linn, Iowa,"199,975","11,767","1,715","5,232",360
Louisa, Iowa,"11,010",136,101,227,13
Lucas, Iowa,"8,778",43,42,30,5
Lyon, Iowa,"11,623",47,42,44,1
Madison, Iowa,"15,553",119,89,86,4
Mahaska, Iowa,"21,891",393,144,318,12
Marion, Iowa,"32,564",383,179,479,23
Marshall, Iowa,"39,024","1,072",484,923,96
Mills, Iowa,"14,813",122,122,108,20
Mitchell, Iowa,"10,629",47,35,43,6
Monona, Iowa,"9,094",89,140,40,7
Monroe, Iowa,"7,962",77,45,53,2
Montgomery, Iowa,"10,537",60,94,45,7
Muscatine, Iowa,"41,380",946,418,500,41
O''Brien, Iowa,"13,966",152,67,119,6
Osceola, Iowa,"6,235",38,46,27,8
Page, Iowa,"15,293",467,192,169,15
Palo Alto, Iowa,"9,237",89,55,58,9
Plymouth, Iowa,"24,519",212,164,178,35
Pocahontas, Iowa,"7,131",65,52,21,11
Polk, Iowa,"391,310","32,657","4,110","18,759",632
Pottawattamie, Iowa,"90,711","2,078","1,147",938,93
Poweshiek, Iowa,"18,223",328,133,377,36
Ringgold, Iowa,"5,054",35,26,27,2
Sac, Iowa,"10,125",86,44,35,11
Scott, Iowa,"150,150","14,974","1,859","4,542",234
Shelby, Iowa,"11,931",76,58,70,10
Sioux, Iowa,"33,338",367,205,327,18
Story, Iowa,"82,338","3,105",628,"6,247",100
Tama, Iowa,"16,092",174,"1,643",113,39
Taylor, Iowa,"6,186",50,33,27,6
Union, Iowa,"12,324",160,91,83,6
Van Buren, Iowa,"7,431",31,38,52,3
Wapello, Iowa,"34,195",789,452,376,88
Warren, Iowa,"45,889",561,315,391,41
Washington, Iowa,"21,459",283,154,147,23
Wayne, Iowa,"6,302",37,33,31,1
Webster, Iowa,"35,752","1,942",265,342,39
Winnebago, Iowa,"10,512",136,48,114,3
Winneshiek, Iowa,"20,620",216,64,289,9
Woodbury, Iowa,"94,222","3,931","3,868","3,060",334
Worth, Iowa,"7,467",69,50,44,3
Wright, Iowa,"12,862",126,101,81,19
Allen, Kansas,"12,868",427,270,117,16
Anderson, Kansas,"7,920",79,106,59,2
Atchison, Kansas,"15,723","1,088",241,119,20
Barber, Kansas,"4,849",47,66,39,3
Barton, Kansas,"26,890",633,425,137,27
Bourbon, Kansas,"14,274",591,294,131,15
Brown, Kansas,"8,904",254,"1,054",62,6
Butler, Kansas,"63,354","1,574","1,466",765,90
Chase, Kansas,"2,729",45,36,15,5
Chautauqua, Kansas,"3,407",64,259,19,5
Cherokee, Kansas,"20,230",296,"1,517",128,74
Cheyenne, Kansas,"2,672",6,15,24,0
Clark, Kansas,"2,085",20,47,29,2
Clay, Kansas,"8,384",82,108,52,4
Cloud, Kansas,"9,239",103,108,52,6
Coffey, Kansas,"8,351",101,141,58,5
Comanche, Kansas,"1,868",16,17,6,1
Cowley, Kansas,"33,685","1,452","1,441",720,53
Crawford, Kansas,"37,261","1,197",844,697,131
Decatur, Kansas,"2,882",28,29,10,1
Dickinson, Kansas,"19,282",372,320,134,21
Doniphan, Kansas,"7,539",343,191,39,4
Douglas, Kansas,"99,608","6,361","4,824","5,597",255
Edwards, Kansas,"2,910",60,67,18,1
Elk, Kansas,"2,740",23,79,16,3
Ellis, Kansas,"27,949",492,261,461,37
Ellsworth, Kansas,"6,068",351,81,50,4
Finney, Kansas,"34,052","1,313",724,"1,521",51
Ford, Kansas,"32,182","1,155",831,670,117
Franklin, Kansas,"25,173",585,580,179,28
Geary, Kansas,"26,736","7,724",963,"1,935",437
Gove, Kansas,"2,658",22,12,18,1
Graham, Kansas,"2,492",145,65,22,3
Grant, Kansas,"7,647",103,219,41,1
Gray, Kansas,"6,009",66,57,29,4
Greeley, Kansas,"1,231",10,12,7,1
Greenwood, Kansas,"6,487",69,166,32,1
Hamilton, Kansas,"2,542",23,83,10,5
Harper, Kansas,"5,801",62,117,23,19
Harvey, Kansas,"33,492",941,645,384,29
Haskell, Kansas,"4,111",45,84,46,8
Hodgeman, Kansas,"1,943",37,13,10,1
Jackson, Kansas,"12,204",183,"1,402",79,8
Jefferson, Kansas,"18,627",195,379,76,14
Jewell, Kansas,"3,053",20,36,8,0
Johnson, Kansas,"499,615","31,162","6,218","28,264",757
Kearny, Kansas,"3,849",61,82,32,4
Kingman, Kansas,"7,773",54,116,56,6
Kiowa, Kansas,"2,488",27,42,27,2
Labette, Kansas,"19,806","1,330",946,164,40
Lane, Kansas,"1,722",31,41,6,1
Leavenworth, Kansas,"67,700","8,458","1,528","1,670",255
Lincoln, Kansas,"3,163",20,31,14,2
Linn, Kansas,"9,446",93,162,46,10
Logan, Kansas,"2,708",43,36,24,0
Lyon, Kansas,"31,390","1,269",757,973,57
McPherson, Kansas,"28,505",562,362,241,38
Marion, Kansas,"12,293",177,189,62,12
Marshall, Kansas,"9,897",86,93,47,6
Meade, Kansas,"4,439",65,74,28,1
Miami, Kansas,"31,826",657,520,209,27
Mitchell, Kansas,"6,231",41,49,35,10
Montgomery, Kansas,"31,165","2,481","2,344",364,93
Morris, Kansas,"5,771",82,88,28,3
Morton, Kansas,"3,033",56,60,73,8
Nemaha, Kansas,"9,971",113,123,42,7
Neosho, Kansas,"15,942",314,353,123,19
Ness, Kansas,"3,073",34,41,9,0
Norton, Kansas,"5,445",201,45,45,3
Osage, Kansas,"16,104",155,261,77,13
Osborne, Kansas,"3,794",21,38,23,0
Ottawa, Kansas,"5,972",88,68,31,2
Pawnee, Kansas,"6,605",409,109,51,11
Phillips, Kansas,"5,454",55,52,56,3
Pottawatomie, Kansas,"21,373",473,401,291,40
Pratt, Kansas,"9,393",192,177,63,9
Rawlins, Kansas,"2,523",19,19,7,0
Reno, Kansas,"61,422","2,689","1,089",535,77
Republic, Kansas,"4,853",43,26,20,1
Rice, Kansas,"9,781",225,200,78,17
Riley, Kansas,"64,366","5,921","1,204","3,995",292
Rooks, Kansas,"5,120",51,47,27,3
Rush, Kansas,"3,165",26,35,13,0
Russell, Kansas,"6,804",118,72,65,4
Saline, Kansas,"51,975","2,826",864,"1,581",107
Scott, Kansas,"4,817",40,53,37,6
Sedgwick, Kansas,"423,262","56,248","14,077","24,803",981
Seward, Kansas,"21,280","1,075",510,709,61
Shawnee, Kansas,"157,447","19,883","5,479","3,251",387
Sheridan, Kansas,"2,521",10,22,11,5
Sherman, Kansas,"5,900",106,71,59,9
Smith, Kansas,"3,748",36,40,15,6
Stafford, Kansas,"4,276",39,110,28,1
Stanton, Kansas,"2,162",31,66,9,6
Stevens, Kansas,"5,514",56,119,26,8
Sumner, Kansas,"23,212",410,649,115,19
Thomas, Kansas,"7,758",91,100,76,11
Trego, Kansas,"2,944",26,25,15,2
Wabaunsee, Kansas,"6,937",86,114,38,3
Wallace, Kansas,"1,506",16,20,6,0
Washington, Kansas,"5,775",50,53,33,7
Wichita, Kansas,"2,216",28,28,8,0
Wilson, Kansas,"9,037",83,238,72,7
Woodson, Kansas,"3,250",29,77,11,0
Wyandotte, Kansas,"109,910","43,102","4,290","5,266",519
Adair, Kentucky,"18,113",630,126,66,16
Allen, Kentucky,"19,878",295,171,77,8
Anderson, Kentucky,"20,946",590,132,174,19
Ballard, Kentucky,"8,004",317,71,46,3
Barren, Kentucky,"40,324","2,064",353,290,80
Bath, Kentucky,"11,503",218,76,36,12
Bell, Kentucky,"27,808",824,299,124,20
Boone, Kentucky,"115,022","4,217",845,"3,378",237
Bourbon, Kentucky,"18,616","1,430",147,108,9
Boyd, Kentucky,"47,606","1,768",374,328,32
Boyle, Kentucky,"26,154","2,525",241,327,20
Bracken, Kentucky,"8,438",69,55,23,3
Breathitt, Kentucky,"13,683",82,67,81,14
Breckinridge, Kentucky,"19,604",580,181,67,4
Bullitt, Kentucky,"73,966",846,684,590,48
Butler, Kentucky,"12,606",102,119,45,1
Caldwell, Kentucky,"12,240",784,79,52,3
Calloway, Kentucky,"35,137","1,724",286,835,34
Campbell, Kentucky,"87,405","3,280",549,"1,028",81
Carlisle, Kentucky,"4,961",66,58,17,1
Carroll, Kentucky,"10,685",314,99,80,6
Carter, Kentucky,"27,096",226,196,90,13
Casey, Kentucky,"15,787",172,110,47,10
Christian, Kentucky,"55,992","16,953","1,068","1,440",491
Clark, Kentucky,"33,490","1,991",234,219,22
Clay, Kentucky,"20,608","1,002",142,43,9
Clinton, Kentucky,"10,018",95,89,30,51
Crittenden, Kentucky,"9,131",103,74,29,12
Cumberland, Kentucky,"6,650",237,42,11,3
Daviess, Kentucky,"91,410","5,993",444,927,172
Edmonson, Kentucky,"11,993",239,96,36,3
Elliott, Kentucky,"7,626",283,37,8,8
Estill, Kentucky,"14,554",75,98,22,1
Fayette, Kentucky,"244,284","48,976","2,795","12,248",480
Fleming, Kentucky,"14,216",265,66,51,3
Floyd, Kentucky,"39,261",485,168,112,9
Franklin, Kentucky,"43,119","5,911",438,882,37
Fulton, Kentucky,"5,037","1,683",64,58,4
Gallatin, Kentucky,"8,367",220,69,36,8
Garrard, Kentucky,"16,382",430,91,49,13
Grant, Kentucky,"24,307",322,156,115,44
Graves, Kentucky,"35,407","2,160",315,207,47
Grayson, Kentucky,"25,436",376,199,103,15
Green, Kentucky,"10,895",309,92,35,4
Greenup, Kentucky,"36,258",441,283,230,14
Hancock, Kentucky,"8,440",138,50,31,1
Hardin, Kentucky,"90,533","15,455","1,448","3,378",631
Harlan, Kentucky,"28,350",787,167,134,25
Harrison, Kentucky,"18,163",511,106,69,14
Hart, Kentucky,"17,347","1,017",118,61,8
Henderson, Kentucky,"42,352","4,199",262,289,38
Henry, Kentucky,"14,881",555,130,66,11
Hickman, Kentucky,"4,344",489,32,28,1
Hopkins, Kentucky,"43,401","3,682",309,345,55
Jackson, Kentucky,"13,323",52,60,34,7
Jefferson, Kentucky,"566,879","168,218","6,192","20,822","1,030"
Jessamine, Kentucky,"46,753","1,965",395,664,40
Johnson, Kentucky,"23,217",124,126,130,8
Kenton, Kentucky,"150,329","9,559","1,184","2,167",324
Knott, Kentucky,"16,049",170,81,30,5
Knox, Kentucky,"31,528",476,263,114,33
Larue, Kentucky,"13,682",564,119,51,11
Laurel, Kentucky,"58,329",688,561,392,33
Lawrence, Kentucky,"15,814",104,88,55,8
Lee, Kentucky,"7,323",156,54,22,2
Leslie, Kentucky,"11,225",66,45,27,3
Letcher, Kentucky,"24,273",144,94,62,7
Lewis, Kentucky,"13,781",78,64,18,3
Lincoln, Kentucky,"24,021",726,190,82,8
Livingston, Kentucky,"9,411",77,88,37,10
Logan, Kentucky,"24,834","2,052",245,104,19
Lyon, Kentucky,"7,882",524,62,35,4
McCracken, Kentucky,"57,762","8,068",603,783,75
McCreary, Kentucky,"17,026","1,153",277,60,23
McLean, Kentucky,"9,406",89,65,23,0
Madison, Kentucky,"79,104","4,558",875,"1,163",101
Magoffin, Kentucky,"13,156",56,82,25,4
Marion, Kentucky,"18,183","1,907",112,161,14
Marshall, Kentucky,"31,011",164,199,136,14
Martin, Kentucky,"11,892",919,83,36,5
Mason, Kentucky,"16,236","1,344",119,138,8
Meade, Kentucky,"28,036","1,402",436,399,93
Menifee, Kentucky,"6,236",181,39,16,2
Mercer, Kentucky,"20,291",994,185,137,22
Metcalfe, Kentucky,"9,856",206,52,30,3
Monroe, Kentucky,"10,622",297,64,20,4
Montgomery, Kentucky,"25,759",965,166,131,20
Morgan, Kentucky,"13,085",610,90,60,4
Muhlenberg, Kentucky,"29,838","1,681",182,90,14
Nelson, Kentucky,"41,492","2,603",246,304,36
Nicholas, Kentucky,"7,030",65,31,26,3
Ohio, Kentucky,"23,651",316,156,93,17
Oldham, Kentucky,"56,843","3,102",575,"1,095",90
Owen, Kentucky,"10,679",151,71,32,7
Owsley, Kentucky,"4,793",28,23,10,0
Pendleton, Kentucky,"14,564",121,99,58,6
Perry, Kentucky,"28,073",626,146,170,13
Pike, Kentucky,"63,871",575,246,379,33
Powell, Kentucky,"12,498",134,69,25,6
Pulaski, Kentucky,"62,091","1,041",502,411,40
Robertson, Kentucky,"2,245",10,21,2,0
Rockcastle, Kentucky,"17,004",74,137,30,7
Rowan, Kentucky,"22,842",529,148,249,19
Russell, Kentucky,"17,412",177,149,75,7
Scott, Kentucky,"44,754","3,076",339,606,53
Shelby, Kentucky,"38,872","3,866",432,430,136
