County,State,White,Black or African American,American Indian and Alaska Native,Asian,Native Hawaiian and Other Pacific Islander
Turner, Georgia,"5,049","3,839",56,49,6
Twiggs, Georgia,"5,209","3,763",69,27,4
Union, Georgia,"21,023",182,238,121,8
Upson, Georgia,"19,157","7,799",215,171,24
Walker, Georgia,"65,383","3,425",582,429,61
Walton, Georgia,"69,269","13,939",649,"1,270",124
Ware, Georgia,"25,065","11,101",297,372,43
Warren, Georgia,"2,191","3,583",25,28,1
Washington, Georgia,"9,792","11,289",73,135,1
Wayne, Georgia,"23,633","6,389",318,257,36
Webster, Georgia,"1,586","1,198",17,10,1
Wheeler, Georgia,"4,887","2,874",26,23,3
White, Georgia,"26,467",617,326,164,15
Whitfield, Georgia,"95,514","4,812","1,998","1,708",228
Wilcox, Georgia,"5,897","3,329",65,56,1
Wilkes, Georgia,"5,899","4,609",55,76,1
Wilkinson, Georgia,"5,779","3,707",80,50,4
Worth, Georgia,"15,484","6,082",127,124,14
Hawaii, Hawaii,"103,930","3,980","9,131","83,252","62,665"
Honolulu, Hawaii,"360,066","33,850","21,018","594,772","236,228"
Kalawao, Hawaii,37,4,5,13,46
Kauai, Hawaii,"34,526","1,079","1,843","34,278","17,242"
Maui, Hawaii,"80,367","2,445","4,103","73,603","42,682"
Ada, Idaho,"374,547","6,856","6,631","14,017","1,812"
Adams, Idaho,"3,892",21,70,27,3
Bannock, Idaho,"78,132","1,016","3,654","1,696",389
Bear Lake, Idaho,"5,897",22,55,35,5
Benewah, Idaho,"8,410",73,"1,044",74,18
Bingham, Idaho,"41,841",312,"3,740",552,105
Blaine, Idaho,"20,696",118,424,263,46
Boise, Idaho,"6,891",48,168,53,14
Bonner, Idaho,"40,279",155,888,380,81
Bonneville, Idaho,"101,771","1,054","2,077","1,455",247
Boundary, Idaho,"10,711",66,324,118,25
Butte, Idaho,"2,869",17,37,11,9
Camas, Idaho,"1,096",10,25,5,2
Canyon, Idaho,"182,469","2,061","5,325","3,086",943
Caribou, Idaho,"6,894",26,91,41,20
Cassia, Idaho,"22,457",182,485,234,71
Clark, Idaho,944,11,29,12,1
Clearwater, Idaho,"8,355",51,303,85,16
Custer, Idaho,"4,309",14,52,22,8
Elmore, Idaho,"25,003","1,008",764,"1,146",196
Franklin, Idaho,"12,647",79,163,43,19
Fremont, Idaho,"12,984",127,205,61,36
Gem, Idaho,"16,417",78,327,169,40
Gooding, Idaho,"15,029",108,380,163,44
Idaho, Idaho,"15,676",78,687,105,23
Jefferson, Idaho,"25,663",132,528,228,73
Jerome, Idaho,"21,695",159,678,142,47
Kootenai, Idaho,"135,316",931,"3,588","1,856",363
Latah, Idaho,"35,814",470,680,"1,119",131
Lemhi, Idaho,"7,823",38,139,59,15
Lewis, Idaho,"3,586",26,251,36,9
Lincoln, Idaho,"5,100",31,85,40,14
Madison, Idaho,"36,748",276,347,594,173
Minidoka, Idaho,"19,426",156,618,166,32
Nez Perce, Idaho,"36,579",253,"2,820",488,111
Oneida, Idaho,"4,240",19,43,29,8
Owyhee, Idaho,"10,703",112,710,114,26
Payette, Idaho,"22,017",136,658,335,54
Power, Idaho,"7,526",102,290,55,21
Shoshone, Idaho,"12,424",69,341,78,28
Teton, Idaho,"10,000",55,112,65,23
Twin Falls, Idaho,"74,997",605,"1,669","1,336",219
Valley, Idaho,"9,633",29,168,64,7
Washington, Idaho,"9,910",57,213,135,24
Adams, Illinois,"64,145","3,119",323,623,34
Alexander, Illinois,"5,198","3,051",60,37,7
Bond, Illinois,"16,451","1,232",165,116,14
Boone, Illinois,"51,758","1,550",944,958,76
Brown, Illinois,"5,497","1,325",95,38,6
Bureau, Illinois,"34,243",447,243,311,23
Calhoun, Illinois,"5,050",14,17,16,0
Carroll, Illinois,"15,110",203,107,96,6
Cass, Illinois,"13,027",544,99,68,6
Champaign, Illinois,"156,279","27,867","1,674","20,480",459
Christian, Illinois,"34,013",659,144,242,25
Clark, Illinois,"16,151",85,73,82,7
Clay, Illinois,"13,663",100,65,87,3
Clinton, Illinois,"36,131","1,560",225,275,36
Coles, Illinois,"51,094","2,510",335,728,56
Cook, Illinois,"3,498,262","1,350,047","68,373","369,276","7,836"
Crawford, Illinois,"18,673","1,031",120,142,14
Cumberland, Illinois,"10,948",80,56,47,3
DeKalb, Illinois,"94,973","7,673",914,"3,206",130
De Witt, Illinois,"16,357",172,96,108,14
Douglas, Illinois,"19,734",173,119,121,6
DuPage, Illinois,"773,586","49,535","7,587","102,614","1,089"
Edgar, Illinois,"18,358",115,83,49,11
Edwards, Illinois,"6,660",54,29,31,1
Effingham, Illinois,"33,865",202,149,199,18
Fayette, Illinois,"21,017","1,075",117,99,13
Ford, Illinois,"13,899",153,84,61,4
Franklin, Illinois,"39,192",290,313,187,14
Fulton, Illinois,"35,373","1,503",338,186,21
Gallatin, Illinois,"5,543",45,36,12,4
Greene, Illinois,"13,712",168,57,26,6
Grundy, Illinois,"48,931",851,280,517,37
Hamilton, Illinois,"8,369",57,55,25,2
Hancock, Illinois,"18,929",137,97,72,15
Hardin, Illinois,"4,235",29,38,27,5
Henderson, Illinois,"7,268",52,38,24,5
Henry, Illinois,"49,252","1,158",307,300,28
Iroquois, Illinois,"29,201",393,193,160,13
Jackson, Illinois,"49,074","9,498",698,"2,494",135
Jasper, Illinois,"9,649",43,32,38,2
Jefferson, Illinois,"35,100","3,659",257,356,23
Jersey, Illinois,"22,702",207,172,128,19
Jo Daviess, Illinois,"22,422",197,111,104,18
Johnson, Illinois,"11,492","1,082",91,43,11
Kane, Illinois,"459,429","35,251","7,889","21,590",625
Kankakee, Illinois,"94,309","18,698",919,"1,423",122
Kendall, Illinois,"104,150","7,788",862,"4,384",106
Knox, Illinois,"48,417","4,705",422,534,41
Lake, Illinois,"599,080","56,876","9,462","51,643","1,217"
La Salle, Illinois,"110,364","2,925",764,"1,071",64
Lawrence, Illinois,"15,090","1,724",106,63,7
Lee, Illinois,"33,797","1,983",250,355,28
Livingston, Illinois,"36,590","2,182",206,279,16
Logan, Illinois,"27,633","2,537",198,281,19
McDonough, Illinois,"30,168","1,924",240,799,26
McHenry, Illinois,"295,847","4,913","2,611","9,750",270
McLean, Illinois,"148,887","14,732","1,179","8,567",180
Macon, Illinois,"90,949","20,127",738,"1,537",143
Macoupin, Illinois,"47,108",523,321,223,23
Madison, Illinois,"244,362","24,025","1,997","3,481",301
Marion, Illinois,"37,459","1,970",247,315,24
Marshall, Illinois,"12,497",85,72,72,6
Mason, Illinois,"14,498",112,90,64,3
Massac, Illinois,"14,365","1,111",141,81,5
Menard, Illinois,"12,529",140,88,63,4
Mercer, Illinois,"16,303",101,60,64,5
Monroe, Illinois,"32,683",164,171,227,11
Montgomery, Illinois,"28,952","1,063",107,150,18
Morgan, Illinois,"33,071","2,546",229,254,25
Moultrie, Illinois,"14,731",84,61,49,2
Ogle, Illinois,"52,437",790,334,414,49
Peoria, Illinois,"145,828","36,738","1,578","6,934",248
Perry, Illinois,"20,220","2,108",157,142,24
Piatt, Illinois,"16,548",119,91,96,16
Pike, Illinois,"16,041",322,74,60,10
Pope, Illinois,"4,138",290,43,22,2
Pulaski, Illinois,"4,087","2,058",60,37,7
Putnam, Illinois,"5,937",47,31,28,5
Randolph, Illinois,"29,933","3,433",196,163,33
Richland, Illinois,"15,965",151,85,145,5
Rock Island, Illinois,"130,248","15,953","1,673","3,196",187
St. Clair, Illinois,"182,559","85,941","2,153","5,276",497
Saline, Illinois,"23,672","1,247",241,177,33
Sangamon, Illinois,"170,094","26,465","1,327","4,136",196
Schuyler, Illinois,"7,265",262,27,21,0
Scott, Illinois,"5,300",27,22,26,1
Shelby, Illinois,"22,170",102,97,80,10
Stark, Illinois,"5,897",53,33,32,2
Stephenson, Illinois,"42,848","5,179",281,461,47
Tazewell, Illinois,"132,432","2,119",925,"1,446",81
Union, Illinois,"17,401",277,206,106,19
Vermilion, Illinois,"69,926","11,746",668,794,71
Wabash, Illinois,"11,737",140,78,103,12
Warren, Illinois,"17,192",474,125,128,30
Washington, Illinois,"14,521",166,54,63,5
Wayne, Illinois,"16,565",92,93,96,2
White, Illinois,"14,483",106,91,49,10
Whiteside, Illinois,"56,980","1,397",502,413,43
Will, Illinois,"565,352","82,993","5,511","36,099",602
Williamson, Illinois,"62,934","3,145",580,774,34
Winnebago, Illinois,"249,179","41,158","3,357","8,532",305
Woodford, Illinois,"38,125",372,211,308,12
Adams, Indiana,"34,121",243,165,102,9
Allen, Indiana,"300,523","48,586","3,850","11,818",615
Bartholomew, Indiana,"72,113","2,076",748,"2,940",99
Benton, Indiana,"8,796",88,43,28,4
Blackford, Indiana,"12,658",125,85,42,6
Boone, Indiana,"55,168",792,322,"1,237",27
Brown, Indiana,"15,041",127,127,77,8
Carroll, Indiana,"20,018",151,119,48,7
Cass, Indiana,"37,321",932,585,509,90
Clark, Indiana,"101,127","9,364",963,"1,302",148
Clay, Indiana,"26,642",198,154,96,15
Clinton, Indiana,"32,834",260,207,123,18
Crawford, Indiana,"10,609",70,92,40,13
Daviess, Indiana,"31,225",336,168,196,28
Dearborn, Indiana,"49,456",505,252,280,52
Decatur, Indiana,"25,450",171,140,230,13
De Kalb, Indiana,"41,739",343,253,272,32
Delaware, Indiana,"107,649","9,583",957,"1,713",184
Dubois, Indiana,"41,406",266,185,253,37
Elkhart, Indiana,"182,146","14,173","2,440","2,690",274
Fayette, Indiana,"23,861",448,119,103,10
Floyd, Indiana,"69,704","4,755",584,985,65
Fountain, Indiana,"17,114",100,124,66,17
Franklin, Indiana,"22,923",108,103,85,6
Fulton, Indiana,"20,380",263,252,135,12
Gibson, Indiana,"32,649",927,220,219,24
Grant, Indiana,"64,271","5,918",602,648,74
Greene, Indiana,"32,923",141,214,148,20
Hamilton, Indiana,"251,766","11,790","1,336","15,605",308
Hancock, Indiana,"67,929","1,813",432,779,42
Harrison, Indiana,"38,897",329,240,239,25
Hendricks, Indiana,"134,884","8,300",864,"3,788",152
Henry, Indiana,"48,128","1,325",309,247,30
Howard, Indiana,"75,816","6,932",810,"1,033",98
Huntington, Indiana,"36,571",328,283,241,27
Jackson, Indiana,"41,633",511,298,530,67
Jasper, Indiana,"33,019",349,207,186,27
Jay, Indiana,"21,004",114,104,111,8
Jefferson, Indiana,"31,513",796,217,281,24
Jennings, Indiana,"28,120",337,161,109,16
Johnson, Indiana,"134,969","2,496",957,"3,397",142
Knox, Indiana,"36,974","1,246",236,311,33
Kosciusko, Indiana,"75,696",930,580,861,48
Lagrange, Indiana,"36,805",206,190,185,10
Lake, Indiana,"355,576","134,739","5,546","8,191",569
La Porte, Indiana,"98,131","13,435",994,931,93
Lawrence, Indiana,"45,525",338,428,316,28
Madison, Indiana,"119,342","12,419","1,111",887,127
Marion, Indiana,"631,727","261,684","10,876","23,682","1,476"
Marshall, Indiana,"46,300",520,366,321,54
Martin, Indiana,"10,255",49,58,43,4
Miami, Indiana,"34,570","1,969",612,221,25
Monroe, Indiana,"125,774","5,952","1,304","8,738",205
Montgomery, Indiana,"37,376",540,292,294,22
Morgan, Indiana,"68,399",442,527,380,44
Newton, Indiana,"14,092",122,101,53,20
Noble, Indiana,"46,881",419,329,283,40
Ohio, Indiana,"6,059",38,31,24,1
Orange, Indiana,"19,506",272,175,85,8
Owen, Indiana,"21,370",121,161,100,13
Parke, Indiana,"16,780",440,110,46,5
Perry, Indiana,"18,798",563,90,97,8
Pike, Indiana,"12,741",72,64,46,8
Porter, Indiana,"156,542","6,096","1,491","2,717",150
Posey, Indiana,"25,497",387,118,116,14
Pulaski, Indiana,"13,182",117,92,54,8
Putnam, Indiana,"35,968","1,701",254,373,32
Randolph, Indiana,"25,851",249,178,107,17
Ripley, Indiana,"28,513",147,203,197,14
Rush, Indiana,"17,124",209,83,78,6
St. Joseph, Indiana,"224,591","38,943","3,260","6,625",512
Scott, Indiana,"23,940",130,110,152,17
Shelby, Indiana,"43,433",688,295,343,66
Spencer, Indiana,"20,630",206,98,100,7
Starke, Indiana,"23,138",159,220,83,13
Steuben, Indiana,"33,617",315,216,250,31
Sullivan, Indiana,"20,358","1,030",160,79,13
Switzerland, Indiana,"10,525",78,58,36,7
Tippecanoe, Indiana,"153,892","8,596","1,478","12,190",235
Tipton, Indiana,"15,734",96,77,83,10
Union, Indiana,"7,444",61,53,40,9
Vanderburgh, Indiana,"160,340","19,259","1,255","2,721",265
Vermillion, Indiana,"16,033",86,97,53,8
Vigo, Indiana,"97,960","8,952",933,"2,290",112
Wabash, Indiana,"32,295",315,369,181,13
Warren, Indiana,"8,433",34,29,46,7
Warrick, Indiana,"57,864","1,197",348,"1,193",39
Washington, Indiana,"28,054",158,178,124,8
Wayne, Indiana,"64,457","4,535",651,824,164
Wells, Indiana,"27,340",215,170,153,10
White, Indiana,"24,333",223,242,128,11
Whitley, Indiana,"32,996",244,265,174,14
Adair, Iowa,"7,649",34,26,33,4
Adams, Iowa,"3,969",15,32,29,1
Allamakee, Iowa,"14,060",164,105,54,36
Appanoose, Iowa,"12,726",122,86,57,5
Audubon, Iowa,"6,055",23,26,33,1
Benton, Iowa,"25,832",227,119,101,3
Black Hawk, Iowa,"116,763","13,492","1,087","2,409",344
Boone, Iowa,"25,867",321,173,149,15
Bremer, Iowa,"23,873",302,73,235,16
Buchanan, Iowa,"20,739",173,101,132,11
Buena Vista, Iowa,"18,309",667,147,"1,254",137
Butler, Iowa,"14,808",72,62,59,7
Calhoun, Iowa,"9,932",194,57,38,5
Carroll, Iowa,"20,592",182,104,123,12
Cass, Iowa,"13,773",75,67,47,48
Cedar, Iowa,"18,327",124,90,134,14
Cerro Gordo, Iowa,"42,986",932,268,534,39
Cherokee, Iowa,"11,944",128,58,85,18
Chickasaw, Iowa,"12,315",71,30,49,2
Clarke, Iowa,"9,162",81,74,57,8
Clay, Iowa,"16,402",158,76,136,12
Clayton, Iowa,"17,933",126,67,71,23
Clinton, Iowa,"47,337","1,765",385,417,44
Crawford, Iowa,"16,573",312,177,137,48
Dallas, Iowa,"63,672","1,316",453,"1,981",84
Davis, Iowa,"8,742",36,44,35,2
Decatur, Iowa,"8,143",188,74,78,21
Delaware, Iowa,"17,648",108,55,72,7
Des Moines, Iowa,"37,724","2,630",308,437,54
Dickinson, Iowa,"16,530",76,61,101,10
Dubuque, Iowa,"89,860","3,163",489,"1,180",348
Emmet, Iowa,"10,005",122,185,71,14
Fayette, Iowa,"20,518",306,74,136,21
Floyd, Iowa,"15,849",267,61,242,9
Franklin, Iowa,"10,552",105,62,53,14
Fremont, Iowa,"7,329",65,56,30,2
Greene, Iowa,"9,236",50,55,49,6
Grundy, Iowa,"12,374",72,23,43,8
Guthrie, Iowa,"10,852",51,60,54,9
Hamilton, Iowa,"15,194",148,122,341,10
Hancock, Iowa,"11,178",94,51,66,9
Hardin, Iowa,"17,162",298,111,111,13
Harrison, Iowa,"14,795",68,100,58,2
Henry, Iowa,"19,082",597,170,535,34
Howard, Iowa,"9,485",68,41,28,9
Humboldt, Iowa,"9,696",90,56,47,4
Ida, Iowa,"7,019",33,26,22,4
Iowa, Iowa,"16,152",122,77,74,4
Jackson, Iowa,"19,573",159,113,79,92
Jasper, Iowa,"36,032",599,224,234,19
Jefferson, Iowa,"15,066",301,141,"1,507",11
Johnson, Iowa,"117,108","7,673","1,059","8,035",202
Jones, Iowa,"20,115",468,91,120,6
Keokuk, Iowa,"10,407",75,39,31,2
Kossuth, Iowa,"15,352",100,69,81,11
Lee, Iowa,"34,423","1,474",280,293,42
Linn, Iowa,"198,166","11,338","1,685","4,973",371
Louisa, Iowa,"11,124",122,83,149,9
Lucas, Iowa,"8,838",37,42,22,4
Lyon, Iowa,"11,505",36,39,41,1
Madison, Iowa,"15,568",97,79,88,7
Mahaska, Iowa,"21,791",370,138,313,13
Marion, Iowa,"32,533",350,189,460,21
Marshall, Iowa,"38,992","1,004",426,711,90
Mills, Iowa,"14,885",110,131,85,17
Mitchell, Iowa,"10,725",36,36,36,4
Monona, Iowa,"9,089",75,123,39,7
Monroe, Iowa,"7,909",58,45,42,5
Montgomery, Iowa,"10,602",52,74,45,9
Muscatine, Iowa,"41,433",882,403,473,46
O''Brien, Iowa,"14,188",125,63,106,5
Osceola, Iowa,"6,377",42,39,30,8
Page, Iowa,"15,334",439,167,164,22
Palo Alto, Iowa,"9,282",69,54,47,11
Plymouth, Iowa,"24,640",178,154,172,38
Pocahontas, Iowa,"7,207",48,46,23,13
Polk, Iowa,"386,956","31,797","4,167","18,142",628
Pottawattamie, Iowa,"90,765","1,935","1,149",929,79
Poweshiek, Iowa,"18,299",318,147,365,30
Ringgold, Iowa,"5,080",27,33,23,2
Sac, Iowa,"10,272",68,32,37,11
Scott, Iowa,"149,054","14,757","1,864","4,526",222
Shelby, Iowa,"12,052",63,68,61,6
Sioux, Iowa,"33,107",269,194,337,15
Story, Iowa,"81,513","2,864",607,"6,034",82
Tama, Iowa,"16,169",175,"1,679",106,32
Taylor, Iowa,"6,250",38,26,31,6
Union, Iowa,"12,290",154,86,87,6
Van Buren, Iowa,"7,489",33,35,49,2
Wapello, Iowa,"34,470",751,454,358,79
Warren, Iowa,"45,667",460,296,399,29
Washington, Iowa,"21,375",271,134,127,18
Wayne, Iowa,"6,342",41,31,26,2
Webster, Iowa,"35,965","1,885",270,350,29
Winnebago, Iowa,"10,620",132,47,107,2
Winneshiek, Iowa,"20,668",208,61,268,8
Woodbury, Iowa,"94,168","3,881","3,844","3,028",279
Worth, Iowa,"7,489",60,42,45,4
Wright, Iowa,"13,044",119,78,68,20
Allen, Kansas,"12,891",406,275,108,11
Anderson, Kansas,"7,983",68,94,48,3
Atchison, Kansas,"15,832","1,056",239,117,22
Barber, Kansas,"4,773",48,60,29,0
Barton, Kansas,"26,886",639,425,111,22
Bourbon, Kansas,"14,502",576,295,114,15
Brown, Kansas,"8,863",254,"1,090",64,6
Butler, Kansas,"63,522","1,517","1,440",715,92
Chase, Kansas,"2,730",48,31,14,2
Chautauqua, Kansas,"3,462",60,243,19,2
Cherokee, Kansas,"20,412",275,"1,522",120,79
Cheyenne, Kansas,"2,693",7,13,19,1
Clark, Kansas,"2,162",22,40,27,4
Clay, Kansas,"8,434",69,96,47,6
Cloud, Kansas,"9,393",106,103,35,8
Coffey, Kansas,"8,429",90,143,53,3
Comanche, Kansas,"1,868",16,13,6,3
Cowley, Kansas,"33,759","1,449","1,438",726,76
Crawford, Kansas,"37,335","1,181",841,677,132
Decatur, Kansas,"2,908",28,28,12,0
Dickinson, Kansas,"19,422",346,302,121,21
Doniphan, Kansas,"7,586",323,162,41,3
Douglas, Kansas,"98,798","6,204","4,826","5,392",228
Edwards, Kansas,"2,954",65,50,18,0
Elk, Kansas,"2,815",23,75,19,4
Ellis, Kansas,"27,650",460,246,464,31
Ellsworth, Kansas,"6,138",336,81,42,2
Finney, Kansas,"34,109","1,214",703,"1,416",57
Ford, Kansas,"32,015","1,039",813,640,109
Franklin, Kansas,"25,314",582,570,175,20
Geary, Kansas,"26,533","7,950",965,"1,944",451
Gove, Kansas,"2,655",17,6,17,3
Graham, Kansas,"2,475",133,56,25,1
Grant, Kansas,"7,611",99,184,42,2
Gray, Kansas,"5,942",56,51,25,1
Greeley, Kansas,"1,237",10,11,6,0
Greenwood, Kansas,"6,561",65,156,34,2
Hamilton, Kansas,"2,623",21,73,10,4
Harper, Kansas,"5,908",45,111,23,18
Harvey, Kansas,"33,575",892,644,366,42
Haskell, Kansas,"4,194",34,83,27,8
Hodgeman, Kansas,"1,875",29,13,12,0
Jackson, Kansas,"12,248",190,"1,371",77,9
Jefferson, Kansas,"18,781",192,375,75,12
Jewell, Kansas,"3,036",12,35,11,1
Johnson, Kansas,"494,335","29,687","6,186","27,408",774
Kearny, Kansas,"3,887",52,78,27,5
Kingman, Kansas,"7,734",40,105,46,6
Kiowa, Kansas,"2,499",26,40,20,1
Labette, Kansas,"19,931","1,330",969,151,33
Lane, Kansas,"1,700",24,38,6,2
Leavenworth, Kansas,"67,295","8,359","1,511","1,617",255
Lincoln, Kansas,"3,197",23,28,11,1
Linn, Kansas,"9,483",81,156,46,9
Logan, Kansas,"2,722",38,35,11,0
Lyon, Kansas,"31,434","1,228",735,954,73
McPherson, Kansas,"28,482",517,348,226,44
Marion, Kansas,"12,434",170,184,59,15
Marshall, Kansas,"10,011",68,89,44,8
Meade, Kansas,"4,505",54,74,32,1
Miami, Kansas,"32,069",614,502,198,31
Mitchell, Kansas,"6,284",33,44,31,8
Montgomery, Kansas,"31,733","2,525","2,362",356,94
Morris, Kansas,"5,833",55,82,32,5
Morton, Kansas,"3,093",39,61,77,9
Nemaha, Kansas,"10,026",96,109,36,7
Neosho, Kansas,"15,961",308,360,126,16
Ness, Kansas,"3,059",25,37,12,1
Norton, Kansas,"5,443",190,43,42,4
Osage, Kansas,"16,076",132,236,74,15
Osborne, Kansas,"3,791",16,36,27,1
Ottawa, Kansas,"6,000",76,64,17,7
Pawnee, Kansas,"6,564",401,102,50,12
Phillips, Kansas,"5,540",42,48,52,5
Pottawatomie, Kansas,"21,120",416,414,266,36
Pratt, Kansas,"9,417",171,170,50,7
Rawlins, Kansas,"2,483",15,15,10,0
Reno, Kansas,"61,619","2,651","1,123",515,67
Republic, Kansas,"4,902",35,30,17,0
Rice, Kansas,"9,824",212,207,67,14
Riley, Kansas,"62,919","5,711","1,169","3,862",279
Rooks, Kansas,"5,101",49,33,28,7
Rush, Kansas,"3,285",19,35,12,0
Russell, Kansas,"6,833",101,86,50,5
Saline, Kansas,"52,078","2,786",816,"1,541",114
Scott, Kansas,"4,864",32,53,31,7
Sedgwick, Kansas,"421,540","56,212","14,244","24,692","1,007"
Seward, Kansas,"21,110","1,062",486,696,53
Shawnee, Kansas,"156,844","19,712","5,473","3,167",359
Sheridan, Kansas,"2,528",20,21,9,2
Sherman, Kansas,"5,902",98,58,28,9
Smith, Kansas,"3,822",27,39,17,7
Stafford, Kansas,"4,298",37,109,32,1
Stanton, Kansas,"2,193",25,52,11,7
Stevens, Kansas,"5,627",47,104,30,9
Sumner, Kansas,"23,479",409,636,101,13
Thomas, Kansas,"7,767",83,104,59,10
Trego, Kansas,"2,961",25,18,8,2
Wabaunsee, Kansas,"6,956",84,108,33,3
Wallace, Kansas,"1,466",19,20,3,0
Washington, Kansas,"5,732",42,50,23,1
Wichita, Kansas,"2,201",28,20,6,0
Wilson, Kansas,"9,208",82,221,65,7
Woodson, Kansas,"3,246",35,66,15,1
Wyandotte, Kansas,"109,652","43,453","4,278","4,857",508
Adair, Kentucky,"18,005",642,120,58,10
Allen, Kentucky,"19,773",277,161,58,5
Anderson, Kentucky,"20,867",562,127,142,10
Ballard, Kentucky,"7,978",319,70,32,3
Barren, Kentucky,"40,126","2,023",340,252,74
Bath, Kentucky,"11,411",213,76,31,15
Bell, Kentucky,"27,893",814,290,113,21
Boone, Kentucky,"113,051","3,976",830,"3,174",179
Bourbon, Kentucky,"18,595","1,440",139,92,10
Boyd, Kentucky,"47,833","1,774",365,325,30
Boyle, Kentucky,"26,071","2,531",211,310,26
Bracken, Kentucky,"8,428",77,55,19,3
Breathitt, Kentucky,"13,704",72,67,79,14
Breckinridge, Kentucky,"19,513",548,174,58,9
Bullitt, Kentucky,"73,275",768,672,538,56
Butler, Kentucky,"12,584",88,112,34,3
Caldwell, Kentucky,"12,244",790,70,51,5
Calloway, Kentucky,"35,016","1,688",267,771,47
Campbell, Kentucky,"87,173","3,080",531,"1,020",83
Carlisle, Kentucky,"5,010",62,49,19,2
Carroll, Kentucky,"10,529",298,95,76,9
Carter, Kentucky,"27,446",228,183,86,17
Casey, Kentucky,"15,786",144,106,50,8
Christian, Kentucky,"56,435","17,119","1,129","1,331",486
Clark, Kentucky,"33,672","1,963",219,203,22
Clay, Kentucky,"20,695",992,123,51,11
Clinton, Kentucky,"10,150",89,79,28,48
Crittenden, Kentucky,"9,164",100,70,30,9
Cumberland, Kentucky,"6,651",240,30,19,3
Daviess, Kentucky,"90,980","5,852",439,890,164
Edmonson, Kentucky,"11,921",230,92,41,6
Elliott, Kentucky,"7,594",279,39,7,7
Estill, Kentucky,"14,615",65,86,29,2
Fayette, Kentucky,"240,917","48,084","2,793","11,677",468
Fleming, Kentucky,"14,135",260,50,57,1
Floyd, Kentucky,"39,422",462,156,102,4
Franklin, Kentucky,"43,165","5,833",414,832,45
Fulton, Kentucky,"5,149","1,692",48,59,2
Gallatin, Kentucky,"8,442",203,63,34,5
Garrard, Kentucky,"16,507",426,82,49,11
Grant, Kentucky,"24,315",294,133,106,39
Graves, Kentucky,"35,276","2,018",287,198,45
Grayson, Kentucky,"25,381",367,184,97,12
Green, Kentucky,"10,927",296,97,32,2
Greenup, Kentucky,"36,317",404,275,232,14
Hancock, Kentucky,"8,430",119,54,31,1
Hardin, Kentucky,"90,757","14,743","1,469","3,234",622
Harlan, Kentucky,"28,439",775,156,127,14
Harrison, Kentucky,"18,321",518,92,63,16
Hart, Kentucky,"17,238","1,015",110,54,4
Henderson, Kentucky,"42,261","4,163",261,274,40
Henry, Kentucky,"14,891",544,123,48,14
Hickman, Kentucky,"4,402",491,40,19,3
Hopkins, Kentucky,"43,403","3,638",306,344,53
Jackson, Kentucky,"13,433",38,65,19,6
Jefferson, Kentucky,"564,984","166,071","6,294","20,205","1,112"
Jessamine, Kentucky,"46,498","1,967",401,644,41
Johnson, Kentucky,"23,198",126,125,114,9
Kenton, Kentucky,"150,045","9,329","1,188","2,045",337
Knott, Kentucky,"16,132",165,72,23,7
Knox, Kentucky,"31,343",469,258,96,17
Larue, Kentucky,"13,675",544,123,51,11
Laurel, Kentucky,"58,046",627,544,372,31
Lawrence, Kentucky,"15,797",83,96,49,9
Lee, Kentucky,"7,593",196,54,23,5
Leslie, Kentucky,"11,234",47,44,27,4
Letcher, Kentucky,"24,404",129,98,55,4
Lewis, Kentucky,"13,776",66,68,16,1
Lincoln, Kentucky,"24,087",722,195,74,11
Livingston, Kentucky,"9,454",60,92,35,7
Logan, Kentucky,"24,869","2,023",251,98,17
Lyon, Kentucky,"7,831",481,54,33,2
McCracken, Kentucky,"57,506","8,050",597,731,65
McCreary, Kentucky,"17,075","1,111",268,66,24
McLean, Kentucky,"9,411",88,60,17,1
Madison, Kentucky,"78,207","4,493",863,"1,094",105
Magoffin, Kentucky,"13,256",40,84,19,1
Marion, Kentucky,"18,012","1,847",98,146,12
Marshall, Kentucky,"31,232",129,195,131,10
Martin, Kentucky,"11,923",904,87,27,5
Mason, Kentucky,"16,216","1,338",124,124,11
Meade, Kentucky,"27,325","1,250",425,334,69
Menifee, Kentucky,"6,193",176,38,14,3
Mercer, Kentucky,"20,364","1,014",187,117,26
Metcalfe, Kentucky,"9,925",184,59,23,2
Monroe, Kentucky,"10,711",289,63,20,9
Montgomery, Kentucky,"25,578",923,158,115,19
Morgan, Kentucky,"13,116",592,86,59,5
Muhlenberg, Kentucky,"29,997","1,710",179,71,13
Nelson, Kentucky,"41,064","2,574",254,305,36
Nicholas, Kentucky,"7,058",65,34,22,1
Ohio, Kentucky,"23,494",293,152,77,18
Oldham, Kentucky,"56,549","3,071",547,"1,082",87
Owen, Kentucky,"10,702",136,76,30,4
Owsley, Kentucky,"4,748",22,27,6,0
Pendleton, Kentucky,"14,798",114,93,43,5
Perry, Kentucky,"28,064",598,138,180,11
Pike, Kentucky,"64,216",548,258,366,31
Powell, Kentucky,"12,541",121,69,34,9
Pulaski, Kentucky,"61,927",984,504,390,36
Robertson, Kentucky,"2,260",7,22,3,1
Rockcastle, Kentucky,"16,984",54,133,26,8
Rowan, Kentucky,"22,730",486,138,222,16
Russell, Kentucky,"17,338",163,139,59,7
Scott, Kentucky,"44,243","2,995",351,581,46
Shelby, Kentucky,"38,330","3,809",406,416,131
